2.8728 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
150.7127 	DATA 	Keypress: left
150.7269 	EXP 	fixation: autoDraw = False
150.7269 	EXP 	grating: autoDraw = False
150.7271 	EXP 	window1: recordFrameIntervals = False
151.7007 	EXP 	fixation: autoDraw = True
152.7100 	EXP 	fixation: autoDraw = False
152.7268 	EXP 	grating: autoDraw = True
152.7268 	EXP 	grating: tex = 'sin'
153.0266 	EXP 	grating: autoDraw = False
153.1948 	EXP 	window1: recordFrameIntervals = False
153.1956 	DATA 	Keypress: left
153.2100 	EXP 	fixation: autoDraw = False
153.2100 	EXP 	grating: autoDraw = False
153.2101 	EXP 	window1: recordFrameIntervals = False
154.1839 	EXP 	fixation: autoDraw = True
155.1930 	EXP 	fixation: autoDraw = False
155.2098 	EXP 	grating: autoDraw = True
155.2098 	EXP 	grating: tex = 'sin'
155.5096 	EXP 	grating: autoDraw = False
155.6446 	EXP 	window1: recordFrameIntervals = False
155.6454 	DATA 	Keypress: right
155.6596 	EXP 	fixation: autoDraw = False
155.6596 	EXP 	grating: autoDraw = False
155.6598 	EXP 	window1: recordFrameIntervals = False
156.6336 	EXP 	fixation: autoDraw = True
157.6429 	EXP 	fixation: autoDraw = False
157.6595 	EXP 	grating: autoDraw = True
157.6595 	EXP 	grating: tex = 'sin'
157.9594 	EXP 	grating: autoDraw = False
158.1447 	EXP 	window1: recordFrameIntervals = False
158.1456 	DATA 	Keypress: right
158.1595 	EXP 	fixation: autoDraw = False
158.1595 	EXP 	grating: autoDraw = False
158.1596 	EXP 	window1: recordFrameIntervals = False
159.1331 	EXP 	fixation: autoDraw = True
160.1425 	EXP 	fixation: autoDraw = False
160.1590 	EXP 	grating: autoDraw = True
160.1590 	EXP 	grating: tex = 'sin'
160.4588 	EXP 	grating: autoDraw = False
160.6774 	EXP 	window1: recordFrameIntervals = False
160.6785 	DATA 	Keypress: left
160.6924 	EXP 	fixation: autoDraw = False
160.6924 	EXP 	grating: autoDraw = False
160.6926 	EXP 	window1: recordFrameIntervals = False
161.6660 	EXP 	fixation: autoDraw = True
162.6755 	EXP 	fixation: autoDraw = False
162.6921 	EXP 	grating: autoDraw = True
162.6921 	EXP 	grating: tex = 'sin'
162.9919 	EXP 	grating: autoDraw = False
163.1436 	EXP 	window1: recordFrameIntervals = False
163.1445 	DATA 	Keypress: left
163.1586 	EXP 	fixation: autoDraw = False
163.1586 	EXP 	grating: autoDraw = False
163.1588 	EXP 	window1: recordFrameIntervals = False
164.1325 	EXP 	fixation: autoDraw = True
165.1417 	EXP 	fixation: autoDraw = False
165.1586 	EXP 	grating: autoDraw = True
165.1586 	EXP 	grating: tex = 'sin'
165.4583 	EXP 	grating: autoDraw = False
165.6268 	DATA 	Keypress: left
165.6437 	EXP 	window1: recordFrameIntervals = False
165.6585 	EXP 	fixation: autoDraw = False
165.6585 	EXP 	grating: autoDraw = False
165.6586 	EXP 	window1: recordFrameIntervals = False
166.6320 	EXP 	fixation: autoDraw = True
167.6414 	EXP 	fixation: autoDraw = False
167.6579 	EXP 	grating: autoDraw = True
167.6579 	EXP 	grating: tex = 'sin'
167.9578 	EXP 	grating: autoDraw = False
179.9417 	DATA 	Keypress: escape
180.7797 	EXP 	window1: mouseVisible = True
