4.5979 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
114.3518 	DATA 	Keypress: up
114.3614 	EXP 	fixation: autoDraw = False
114.3614 	EXP 	grating: autoDraw = False
114.3614 	EXP 	grating: ori = 0.0
114.3614 	EXP 	fixation: autoDraw = True
115.3613 	EXP 	fixation: autoDraw = False
115.3613 	EXP 	grating: autoDraw = True
115.6612 	EXP 	grating: autoDraw = False
116.1825 	EXP 	New trial (rep=62, index=0): None
116.1852 	DATA 	Keypress: up
116.1943 	EXP 	fixation: autoDraw = False
116.1943 	EXP 	grating: autoDraw = False
116.1943 	EXP 	grating: ori = 0.0
116.1943 	EXP 	fixation: autoDraw = True
117.1941 	EXP 	fixation: autoDraw = False
117.1941 	EXP 	grating: autoDraw = True
117.4942 	EXP 	grating: autoDraw = False
117.6816 	EXP 	New trial (rep=63, index=0): None
117.6842 	DATA 	Keypress: down
117.6941 	EXP 	fixation: autoDraw = False
117.6941 	EXP 	grating: autoDraw = False
117.6941 	EXP 	grating: ori = 0.0
117.6941 	EXP 	fixation: autoDraw = True
118.6941 	EXP 	fixation: autoDraw = False
118.6941 	EXP 	grating: autoDraw = True
118.9938 	EXP 	grating: autoDraw = False
119.4300 	EXP 	New trial (rep=64, index=0): None
119.4316 	DATA 	Keypress: up
119.4438 	EXP 	fixation: autoDraw = False
119.4438 	EXP 	grating: autoDraw = False
119.4438 	EXP 	grating: ori = -4.0
119.4438 	EXP 	fixation: autoDraw = True
120.4439 	EXP 	fixation: autoDraw = False
120.4439 	EXP 	grating: autoDraw = True
120.7439 	EXP 	grating: autoDraw = False
121.0465 	DATA 	Keypress: down
121.0654 	EXP 	New trial (rep=65, index=0): None
121.0770 	EXP 	fixation: autoDraw = False
121.0770 	EXP 	grating: autoDraw = False
121.0770 	EXP 	grating: ori = 0.0
121.0770 	EXP 	fixation: autoDraw = True
122.0771 	EXP 	fixation: autoDraw = False
122.0771 	EXP 	grating: autoDraw = True
122.3769 	EXP 	grating: autoDraw = False
122.6480 	EXP 	New trial (rep=66, index=0): None
122.6507 	DATA 	Keypress: up
122.6605 	EXP 	fixation: autoDraw = False
122.6605 	EXP 	grating: autoDraw = False
122.6605 	EXP 	grating: ori = 0.0
122.6605 	EXP 	fixation: autoDraw = True
123.6602 	EXP 	fixation: autoDraw = False
123.6602 	EXP 	grating: autoDraw = True
123.9600 	EXP 	grating: autoDraw = False
124.2474 	EXP 	New trial (rep=67, index=0): None
124.2499 	DATA 	Keypress: up
124.2602 	EXP 	fixation: autoDraw = False
124.2602 	EXP 	grating: autoDraw = False
124.2602 	EXP 	grating: ori = 2.0
124.2602 	EXP 	fixation: autoDraw = True
125.2600 	EXP 	fixation: autoDraw = False
125.2600 	EXP 	grating: autoDraw = True
125.5599 	EXP 	grating: autoDraw = False
126.0814 	EXP 	New trial (rep=68, index=0): None
126.0841 	DATA 	Keypress: up
126.0928 	EXP 	fixation: autoDraw = False
126.0928 	EXP 	grating: autoDraw = False
126.0928 	EXP 	grating: ori = 0.0
126.0928 	EXP 	fixation: autoDraw = True
127.0931 	EXP 	fixation: autoDraw = False
127.0931 	EXP 	grating: autoDraw = True
127.3928 	EXP 	grating: autoDraw = False
127.7972 	EXP 	New trial (rep=69, index=0): None
127.7999 	DATA 	Keypress: up
127.8095 	EXP 	fixation: autoDraw = False
127.8095 	EXP 	grating: autoDraw = False
127.8095 	EXP 	grating: ori = 0.0
127.8095 	EXP 	fixation: autoDraw = True
128.8096 	EXP 	fixation: autoDraw = False
128.8096 	EXP 	grating: autoDraw = True
129.1095 	EXP 	grating: autoDraw = False
129.5817 	EXP 	New trial (rep=70, index=0): None
129.5844 	DATA 	Keypress: up
129.5925 	EXP 	fixation: autoDraw = False
129.5925 	EXP 	grating: autoDraw = False
129.5925 	EXP 	grating: ori = 0.0
129.5925 	EXP 	fixation: autoDraw = True
130.5925 	EXP 	fixation: autoDraw = False
130.5925 	EXP 	grating: autoDraw = True
130.8924 	EXP 	grating: autoDraw = False
131.2147 	EXP 	New trial (rep=71, index=0): None
131.2179 	DATA 	Keypress: down
131.2259 	EXP 	fixation: autoDraw = False
131.2259 	EXP 	grating: autoDraw = False
131.2259 	EXP 	grating: ori = 0.0
131.2259 	EXP 	fixation: autoDraw = True
132.2256 	EXP 	fixation: autoDraw = False
132.2256 	EXP 	grating: autoDraw = True
132.5257 	EXP 	grating: autoDraw = False
132.6807 	EXP 	New trial (rep=72, index=0): None
132.6834 	DATA 	Keypress: up
132.6923 	EXP 	fixation: autoDraw = False
132.6923 	EXP 	grating: autoDraw = False
132.6923 	EXP 	grating: ori = 0.0
132.6923 	EXP 	fixation: autoDraw = True
133.6922 	EXP 	fixation: autoDraw = False
133.6922 	EXP 	grating: autoDraw = True
133.9922 	EXP 	grating: autoDraw = False
134.5962 	EXP 	New trial (rep=73, index=0): None
134.5989 	DATA 	Keypress: up
134.6087 	EXP 	fixation: autoDraw = False
134.6087 	EXP 	grating: autoDraw = False
134.6087 	EXP 	grating: ori = 1.0
134.6087 	EXP 	fixation: autoDraw = True
135.6087 	EXP 	fixation: autoDraw = False
135.6087 	EXP 	grating: autoDraw = True
135.9088 	EXP 	grating: autoDraw = False
136.3308 	EXP 	New trial (rep=74, index=0): None
136.3339 	DATA 	Keypress: up
136.3419 	EXP 	fixation: autoDraw = False
136.3419 	EXP 	grating: autoDraw = False
136.3419 	EXP 	grating: ori = 0.0
136.3419 	EXP 	fixation: autoDraw = True
137.3418 	EXP 	fixation: autoDraw = False
137.3418 	EXP 	grating: autoDraw = True
137.6415 	EXP 	grating: autoDraw = False
138.1127 	EXP 	New trial (rep=75, index=0): None
138.1153 	DATA 	Keypress: up
138.1249 	EXP 	fixation: autoDraw = False
138.1249 	EXP 	grating: autoDraw = False
138.1249 	EXP 	grating: ori = -2.0
138.1249 	EXP 	fixation: autoDraw = True
139.1249 	EXP 	fixation: autoDraw = False
139.1249 	EXP 	grating: autoDraw = True
139.4248 	EXP 	grating: autoDraw = False
139.7770 	DATA 	Keypress: up
139.7957 	EXP 	New trial (rep=76, index=0): None
139.8082 	EXP 	fixation: autoDraw = False
139.8082 	EXP 	grating: autoDraw = False
139.8082 	EXP 	grating: ori = -1.0
139.8082 	EXP 	fixation: autoDraw = True
140.8080 	EXP 	fixation: autoDraw = False
140.8080 	EXP 	grating: autoDraw = True
141.1080 	EXP 	grating: autoDraw = False
141.3628 	EXP 	New trial (rep=77, index=0): None
141.3656 	DATA 	Keypress: down
141.3746 	EXP 	fixation: autoDraw = False
141.3746 	EXP 	grating: autoDraw = False
141.3746 	EXP 	grating: ori = 1.0
141.3746 	EXP 	fixation: autoDraw = True
142.3743 	EXP 	fixation: autoDraw = False
142.3743 	EXP 	grating: autoDraw = True
142.6744 	EXP 	grating: autoDraw = False
142.9620 	EXP 	New trial (rep=78, index=0): None
142.9647 	DATA 	Keypress: up
142.9743 	EXP 	fixation: autoDraw = False
142.9743 	EXP 	grating: autoDraw = False
142.9743 	EXP 	grating: ori = 0.0
142.9743 	EXP 	fixation: autoDraw = True
143.9744 	EXP 	fixation: autoDraw = False
143.9744 	EXP 	grating: autoDraw = True
144.2742 	EXP 	grating: autoDraw = False
144.5787 	EXP 	New trial (rep=79, index=0): None
144.5815 	DATA 	Keypress: up
144.5908 	EXP 	fixation: autoDraw = False
144.5908 	EXP 	grating: autoDraw = False
144.5908 	EXP 	grating: ori = -5.0
144.5908 	EXP 	fixation: autoDraw = True
145.5907 	EXP 	fixation: autoDraw = False
145.5907 	EXP 	grating: autoDraw = True
145.8907 	EXP 	grating: autoDraw = False
146.0783 	EXP 	New trial (rep=80, index=0): None
146.0809 	DATA 	Keypress: down
146.0906 	EXP 	fixation: autoDraw = False
146.0906 	EXP 	grating: autoDraw = False
146.0906 	EXP 	grating: ori = 0.0
146.0906 	EXP 	fixation: autoDraw = True
147.0903 	EXP 	fixation: autoDraw = False
147.0903 	EXP 	grating: autoDraw = True
147.3903 	EXP 	grating: autoDraw = False
147.8281 	EXP 	New trial (rep=81, index=0): None
147.8308 	DATA 	Keypress: up
147.8403 	EXP 	fixation: autoDraw = False
147.8403 	EXP 	grating: autoDraw = False
147.8403 	EXP 	grating: ori = 0.0
147.8403 	EXP 	fixation: autoDraw = True
148.8403 	EXP 	fixation: autoDraw = False
148.8403 	EXP 	grating: autoDraw = True
149.1399 	EXP 	grating: autoDraw = False
149.4922 	DATA 	Keypress: up
149.5108 	EXP 	New trial (rep=82, index=0): None
149.5234 	EXP 	fixation: autoDraw = False
149.5234 	EXP 	grating: autoDraw = False
149.5234 	EXP 	grating: ori = -3.0
149.5234 	EXP 	fixation: autoDraw = True
150.5234 	EXP 	fixation: autoDraw = False
150.5234 	EXP 	grating: autoDraw = True
150.8233 	EXP 	grating: autoDraw = False
151.0114 	EXP 	New trial (rep=83, index=0): None
151.0143 	DATA 	Keypress: down
151.0232 	EXP 	fixation: autoDraw = False
151.0232 	EXP 	grating: autoDraw = False
151.0232 	EXP 	grating: ori = 0.0
151.0232 	EXP 	fixation: autoDraw = True
152.0232 	EXP 	fixation: autoDraw = False
152.0232 	EXP 	grating: autoDraw = True
152.3231 	EXP 	grating: autoDraw = False
152.6110 	EXP 	New trial (rep=84, index=0): None
152.6140 	DATA 	Keypress: down
152.6231 	EXP 	fixation: autoDraw = False
152.6231 	EXP 	grating: autoDraw = False
152.6231 	EXP 	grating: ori = 0.0
152.6231 	EXP 	fixation: autoDraw = True
153.6230 	EXP 	fixation: autoDraw = False
153.6230 	EXP 	grating: autoDraw = True
153.9229 	EXP 	grating: autoDraw = False
154.0275 	EXP 	New trial (rep=85, index=0): None
154.0301 	DATA 	Keypress: up
154.0394 	EXP 	fixation: autoDraw = False
154.0394 	EXP 	grating: autoDraw = False
154.0394 	EXP 	grating: ori = 0.0
154.0394 	EXP 	fixation: autoDraw = True
155.0393 	EXP 	fixation: autoDraw = False
155.0393 	EXP 	grating: autoDraw = True
155.3394 	EXP 	grating: autoDraw = False
155.5104 	EXP 	New trial (rep=86, index=0): None
155.5131 	DATA 	Keypress: up
155.5228 	EXP 	fixation: autoDraw = False
155.5228 	EXP 	grating: autoDraw = False
155.5228 	EXP 	grating: ori = 0.0
155.5228 	EXP 	fixation: autoDraw = True
156.5228 	EXP 	fixation: autoDraw = False
156.5228 	EXP 	grating: autoDraw = True
156.8226 	EXP 	grating: autoDraw = False
157.0768 	EXP 	New trial (rep=87, index=0): None
157.0794 	DATA 	Keypress: up
157.0891 	EXP 	fixation: autoDraw = False
157.0891 	EXP 	grating: autoDraw = False
157.0891 	EXP 	grating: ori = 0.0
157.0891 	EXP 	fixation: autoDraw = True
158.0891 	EXP 	fixation: autoDraw = False
158.0891 	EXP 	grating: autoDraw = True
158.3889 	EXP 	grating: autoDraw = False
158.9266 	EXP 	New trial (rep=88, index=0): None
158.9293 	DATA 	Keypress: down
158.9390 	EXP 	fixation: autoDraw = False
158.9390 	EXP 	grating: autoDraw = False
158.9390 	EXP 	grating: ori = 0.0
158.9390 	EXP 	fixation: autoDraw = True
159.9388 	EXP 	fixation: autoDraw = False
159.9388 	EXP 	grating: autoDraw = True
160.2387 	EXP 	grating: autoDraw = False
160.4911 	DATA 	Keypress: down
160.5097 	EXP 	New trial (rep=89, index=0): None
160.5221 	EXP 	fixation: autoDraw = False
160.5221 	EXP 	grating: autoDraw = False
160.5221 	EXP 	grating: ori = -5.0
160.5221 	EXP 	fixation: autoDraw = True
161.5222 	EXP 	fixation: autoDraw = False
161.5222 	EXP 	grating: autoDraw = True
161.8219 	EXP 	grating: autoDraw = False
162.0910 	DATA 	Keypress: down
162.1099 	EXP 	New trial (rep=90, index=0): None
162.1219 	EXP 	fixation: autoDraw = False
162.1219 	EXP 	grating: autoDraw = False
162.1219 	EXP 	grating: ori = 2.0
162.1219 	EXP 	fixation: autoDraw = True
163.1220 	EXP 	fixation: autoDraw = False
163.1220 	EXP 	grating: autoDraw = True
163.4218 	EXP 	grating: autoDraw = False
163.7264 	EXP 	New trial (rep=91, index=0): None
163.7292 	DATA 	Keypress: up
163.7384 	EXP 	fixation: autoDraw = False
163.7384 	EXP 	grating: autoDraw = False
163.7384 	EXP 	grating: ori = 2.0
163.7384 	EXP 	fixation: autoDraw = True
164.7382 	EXP 	fixation: autoDraw = False
164.7382 	EXP 	grating: autoDraw = True
165.0381 	EXP 	grating: autoDraw = False
165.4739 	DATA 	Keypress: up
165.4922 	EXP 	New trial (rep=92, index=0): None
165.5049 	EXP 	fixation: autoDraw = False
165.5049 	EXP 	grating: autoDraw = False
165.5049 	EXP 	grating: ori = 1.0
165.5049 	EXP 	fixation: autoDraw = True
166.5048 	EXP 	fixation: autoDraw = False
166.5048 	EXP 	grating: autoDraw = True
166.8046 	EXP 	grating: autoDraw = False
167.1088 	EXP 	New trial (rep=93, index=0): None
167.1115 	DATA 	Keypress: down
167.1213 	EXP 	fixation: autoDraw = False
167.1213 	EXP 	grating: autoDraw = False
167.1213 	EXP 	grating: ori = 0.0
167.1213 	EXP 	fixation: autoDraw = True
168.1212 	EXP 	fixation: autoDraw = False
168.1212 	EXP 	grating: autoDraw = True
168.4210 	EXP 	grating: autoDraw = False
168.8588 	EXP 	New trial (rep=94, index=0): None
168.8615 	DATA 	Keypress: down
168.8710 	EXP 	fixation: autoDraw = False
168.8710 	EXP 	grating: autoDraw = False
168.8710 	EXP 	grating: ori = 0.0
168.8710 	EXP 	fixation: autoDraw = True
169.8709 	EXP 	fixation: autoDraw = False
169.8709 	EXP 	grating: autoDraw = True
170.1708 	EXP 	grating: autoDraw = False
170.3252 	EXP 	New trial (rep=95, index=0): None
170.3284 	DATA 	Keypress: up
170.3374 	EXP 	fixation: autoDraw = False
170.3374 	EXP 	grating: autoDraw = False
170.3374 	EXP 	grating: ori = -4.0
170.3374 	EXP 	fixation: autoDraw = True
171.3372 	EXP 	fixation: autoDraw = False
171.3372 	EXP 	grating: autoDraw = True
171.6370 	EXP 	grating: autoDraw = False
171.8912 	EXP 	New trial (rep=96, index=0): None
171.8938 	DATA 	Keypress: down
171.9036 	EXP 	fixation: autoDraw = False
171.9036 	EXP 	grating: autoDraw = False
171.9036 	EXP 	grating: ori = -5.0
171.9036 	EXP 	fixation: autoDraw = True
172.9037 	EXP 	fixation: autoDraw = False
172.9037 	EXP 	grating: autoDraw = True
173.2038 	EXP 	grating: autoDraw = False
173.3727 	DATA 	Keypress: down
173.3918 	EXP 	New trial (rep=97, index=0): None
173.4036 	EXP 	fixation: autoDraw = False
173.4036 	EXP 	grating: autoDraw = False
173.4036 	EXP 	grating: ori = 4.0
173.4036 	EXP 	fixation: autoDraw = True
174.4037 	EXP 	fixation: autoDraw = False
174.4037 	EXP 	grating: autoDraw = True
174.7036 	EXP 	grating: autoDraw = False
175.2746 	EXP 	New trial (rep=98, index=0): None
175.2773 	DATA 	Keypress: down
175.2867 	EXP 	fixation: autoDraw = False
175.2867 	EXP 	grating: autoDraw = False
175.2867 	EXP 	grating: ori = 0.0
175.2867 	EXP 	fixation: autoDraw = True
176.2867 	EXP 	fixation: autoDraw = False
176.2867 	EXP 	grating: autoDraw = True
176.5865 	EXP 	grating: autoDraw = False
176.7576 	EXP 	New trial (rep=99, index=0): None
176.7601 	DATA 	Keypress: up
176.7699 	EXP 	fixation: autoDraw = False
176.7699 	EXP 	grating: autoDraw = False
176.7699 	EXP 	grating: ori = 0.0
176.7699 	EXP 	fixation: autoDraw = True
177.7700 	EXP 	fixation: autoDraw = False
177.7700 	EXP 	grating: autoDraw = True
178.0698 	EXP 	grating: autoDraw = False
178.1910 	DATA 	Keypress: up
178.2033 	EXP 	fixation: autoDraw = False
178.2033 	EXP 	grating: autoDraw = False
178.3415 	EXP 	window1: mouseVisible = True
